experiment,run,algorithm,feasible,cost,runtime_ms,expanded_states,nodes,degree,sigma_pct,tank_liters,initial_fuel_liters,efficiency_km_per_liter,seed,source,target,path
exp1_scalability,6,standard_astar,True,3295.180851196334,469.7723,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,7,standard_astar,True,3295.180851196334,476.0415,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,8,standard_astar,True,3295.180851196334,468.3827,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,9,standard_astar,True,3295.180851196334,464.9975,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,0,rf_astar,True,3295.180851196334,467.9535,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,1,rf_astar,True,3295.180851196334,475.8817,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,2,rf_astar,True,3295.180851196334,465.2611,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,3,rf_astar,True,3295.180851196334,463.4511,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,4,rf_astar,True,3295.180851196334,465.8404,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,5,rf_astar,True,3295.180851196334,464.6767,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,6,rf_astar,True,3295.180851196334,470.3633,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,7,rf_astar,True,3295.180851196334,470.2289,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,8,rf_astar,True,3295.180851196334,471.1273,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,9,rf_astar,True,3295.180851196334,465.7496,18507,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,0,pf_astar,True,3214.107165176517,60.3754,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,1,pf_astar,True,3214.107165176517,59.5055,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,2,pf_astar,True,3214.107165176517,59.2597,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,3,pf_astar,True,3214.107165176517,59.5446,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,4,pf_astar,True,3214.107165176517,59.4926,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,5,pf_astar,True,3214.107165176517,59.9235,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,6,pf_astar,True,3214.107165176517,61.483,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,7,pf_astar,True,3214.107165176517,59.6194,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,8,pf_astar,True,3214.107165176517,62.0996,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,9,pf_astar,True,3214.107165176517,59.2768,2115,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp1_scalability,0,dijkstra,True,2876.8761288312426,1548.134,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,1,dijkstra,True,2876.8761288312426,1568.5757,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,2,dijkstra,True,2876.8761288312426,1580.8553,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,3,dijkstra,True,2876.8761288312426,1598.0363,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,4,dijkstra,True,2876.8761288312426,1821.0152,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,5,dijkstra,True,2876.8761288312426,1882.9851,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,6,dijkstra,True,2876.8761288312426,2115.0814,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,7,dijkstra,True,2876.8761288312426,2034.2972,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,8,dijkstra,True,2876.8761288312426,1909.9998,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,9,dijkstra,True,2876.8761288312426,1652.6802,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,0,greedy,False,inf,820.1875,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,1,greedy,False,inf,824.1602,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,2,greedy,False,inf,817.2378,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,3,greedy,False,inf,864.5052,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,4,greedy,False,inf,847.3025,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,5,greedy,False,inf,831.1447,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,6,greedy,False,inf,831.1212,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,7,greedy,False,inf,810.0209,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,8,greedy,False,inf,811.1664,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,9,greedy,False,inf,1098.1789,160000,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,
exp1_scalability,0,dynamic_programming,True,2876.8761288312426,1725.2408,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,1,dynamic_programming,True,2876.8761288312426,1609.0459,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,2,dynamic_programming,True,2876.8761288312426,1574.6333,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,3,dynamic_programming,True,2876.8761288312426,1605.3481,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,4,dynamic_programming,True,2876.8761288312426,1603.2637,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,5,dynamic_programming,True,2876.8761288312426,1609.5877,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,6,dynamic_programming,True,2876.8761288312426,1618.3498,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,7,dynamic_programming,True,2876.8761288312426,1721.4625,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,8,dynamic_programming,True,2876.8761288312426,1717.9344,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,9,dynamic_programming,True,2876.8761288312426,1624.7492,24302,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,0,standard_astar,True,2933.7141299240643,5348.1426,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,1,standard_astar,True,2933.7141299240643,5360.5129,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,2,standard_astar,True,2933.7141299240643,5357.2071,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,3,standard_astar,True,2933.7141299240643,5334.7069,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,4,standard_astar,True,2933.7141299240643,5399.6508,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,5,standard_astar,True,2933.7141299240643,5363.5113,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,6,standard_astar,True,2933.7141299240643,5333.4502,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,7,standard_astar,True,2933.7141299240643,5373.4914,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,8,standard_astar,True,2933.7141299240643,5383.4397,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,9,standard_astar,True,2933.7141299240643,5338.0538,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,0,rf_astar,True,2933.7141299240643,5394.3094,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,1,rf_astar,True,2933.7141299240643,5323.3996,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,2,rf_astar,True,2933.7141299240643,5353.7114,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,3,rf_astar,True,2933.7141299240643,5437.415,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,4,rf_astar,True,2933.7141299240643,5421.1438,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,5,rf_astar,True,2933.7141299240643,5465.4227,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,6,rf_astar,True,2933.7141299240643,5363.7511,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,7,rf_astar,True,2933.7141299240643,5348.9947,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,8,rf_astar,True,2933.7141299240643,5358.0713,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,9,rf_astar,True,2933.7141299240643,5353.688,166168,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N546->N419->N326->N884->N813->N588->N912->N652->N289->N403->N874->N999
exp1_scalability,0,pf_astar,True,2876.8761288312426,549.987,24670,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N796->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,1,pf_astar,True,2876.8761288312426,552.2548,24670,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N796->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,2,pf_astar,True,2876.8761288312426,553.1615,24670,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N796->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
exp1_scalability,3,pf_astar,True,2876.8761288312426,553.7185,24670,1000,5,10.0,40.0,28.0,10.0,42,N0,N999,N0->N344->N578->N935->N156->N492->N601->N214->N598->N787->N407->N792->N370->N177->N920->N141->N910->N249->N905->N61->N436->N558->N332->N796->N419->N326->N884->N813->N588->N912->N652->N289->N403->N999
